category,commonMistakes,description,difficulty,equipment,force,gifUrl,id,imageUrl,instructions,isEnriched,mechanic,name,nameHi,nameHindi,nameMarathi,nameMr,overview,primaryMuscles,safetyTips,secondaryMuscles,source,videoUrl
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1633-eHBlPsa.gif,1633,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1633-eHBlPsa.jpg,"Adjust the cable machine so that the preacher curl pad is at chest height. Stand facing the cable machine with your feet shoulder-width apart. Grasp the cable handle with an underhand grip and position your upper arm against the preacher curl pad. Keep your back straight and your core engaged. Slowly curl the cable handle towards your shoulder, keeping your upper arm against the pad. Pause for a moment at the top of the movement, squeezing your biceps. Slowly lower the cable handle back to the starting position. Repeat for the desired number of repetitions. Switch arms and repeat the exercise.",False,isolation,cable one arm preacher curl,cable one arm preacher curl,cable one arm preacher curl,cable one arm preacher curl,cable one arm preacher curl,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
chest,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1267-MKIelrR.gif,1267,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1267-MKIelrR.jpg,"Sit on an exercise ball with your feet flat on the ground and your back straight. Hold a cable handle in one hand and position your arm at chest height, elbow bent. Place your other hand on your hip for stability. Press the cable handle forward, extending your arm fully. Pause for a moment, then slowly return to the starting position. Repeat for the desired number of repetitions, then switch arms.",False,isolation,cable one arm press on exercise ball,cable one arm press on exercise ball,cable one arm press on exercise ball,cable one arm press on exercise ball,cable one arm press on exercise ball,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders; triceps,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/3563-U5INZY6.gif,3563,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/3563-U5INZY6.jpg,"Attach a single handle to a high pulley cable machine. Stand facing the machine with your feet shoulder-width apart. Grasp the handle with an overhand grip and extend your arm fully. Keep your back straight and your core engaged. Pull the handle down towards your side while keeping your elbow close to your body. Pause for a moment at the bottom of the movement, squeezing your lat muscle. Slowly release the handle back to the starting position. Repeat for the desired number of repetitions. Switch sides and repeat the exercise with the other arm.",False,isolation,cable one arm pulldown,cable one arm pulldown,cable one arm pulldown,cable one arm pulldown,cable one arm pulldown,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; forearms,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1635-ZXnjcOQ.gif,1635,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1635-ZXnjcOQ.jpg,"Adjust the cable machine so that the pulley is at the lowest position. Stand facing the cable machine with your feet shoulder-width apart. Grasp the cable handle with an underhand grip and position your upper arm against the preacher bench pad. Keep your back straight and your core engaged throughout the exercise. Slowly curl your forearm towards your bicep, keeping your upper arm stationary against the pad. Pause for a moment at the top of the movement, squeezing your bicep. Slowly lower the cable handle back to the starting position. Repeat for the desired number of repetitions. Switch arms and repeat the exercise.",False,isolation,cable one arm reverse preacher curl,cable one arm reverse preacher curl,cable one arm reverse preacher curl,cable one arm reverse preacher curl,cable one arm reverse preacher curl,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0193-WrYPP2g.gif,0193,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0193-WrYPP2g.jpg,"Attach a handle to a cable machine at waist height. Kneel down facing the cable machine and grab the handle with one hand. Keep your back straight and your core engaged. Pull the handle towards your chest, squeezing your shoulder blades together. Pause for a moment at the top of the movement. Slowly release the handle back to the starting position. Repeat for the desired number of repetitions. Switch sides and repeat the exercise with the other arm.",False,isolation,cable one arm straight back high row (kneeling),cable one arm straight back high row (kneeling),cable one arm straight back high row (kneeling),cable one arm straight back high row (kneeling),cable one arm straight back high row (kneeling),Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; shoulders,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1723-qRZ5S1N.gif,1723,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1723-qRZ5S1N.jpg,"Stand facing a cable machine with a straight bar attachment at chest height. Grasp the bar with an overhand grip and step back to create tension in the cable. Position your feet shoulder-width apart and slightly bend your knees. Keep your back straight and core engaged throughout the exercise. Start with your arm fully extended and perpendicular to the floor. Keeping your upper arm stationary, exhale and push the bar down until your arm is fully extended. Pause for a moment, then inhale and slowly return to the starting position. Repeat for the desired number of repetitions, then switch arms.",False,isolation,cable one arm tricep pushdown,cable one arm tricep pushdown,cable one arm tricep pushdown,cable one arm tricep pushdown,cable one arm tricep pushdown,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1636-wDUqY2u.gif,1636,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1636-wDUqY2u.jpg,"Attach a straight bar to a high pulley cable machine. Stand facing the machine with your feet shoulder-width apart. Grasp the bar with an underhand grip, hands shoulder-width apart. Keep your elbows close to your sides and your upper arms stationary. Exhale and curl the bar down towards your forehead, keeping your upper arms stationary. Pause for a moment at the bottom of the movement, squeezing your biceps. Inhale and slowly return the bar to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",False,isolation,cable overhead curl,cable overhead curl,cable overhead curl,cable overhead curl,cable overhead curl,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms; shoulders,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1637-ioTf098.gif,1637,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1637-ioTf098.jpg,"Sit on an exercise ball and hold the cable handle with an underhand grip. Extend your arms fully overhead, keeping your elbows close to your ears. Slowly curl the cable down towards your forehead, keeping your upper arms stationary. Pause for a moment at the bottom of the movement, then slowly return to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable overhead curl on exercise ball,cable overhead curl on exercise ball,cable overhead curl on exercise ball,cable overhead curl on exercise ball,cable overhead curl on exercise ball,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms; shoulders,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0194-2IxROQ1.gif,0194,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0194-2IxROQ1.jpg,"Attach a rope to a cable machine at a high position. Stand facing away from the machine with your feet shoulder-width apart. Grasp the rope with both hands, palms facing each other, and bring your hands above your head. Keep your upper arms close to your head and your elbows pointing forward. Slowly lower the rope behind your head by bending your elbows. Pause for a moment, then extend your arms back up to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable overhead triceps extension (rope attachment),cable overhead triceps extension (rope attachment),cable overhead triceps extension (rope attachment),cable overhead triceps extension (rope attachment),cable overhead triceps extension (rope attachment),Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1319-OmQ8w0p.gif,1319,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1319-OmQ8w0p.jpg,"Attach a handle to a cable machine at waist height. Stand facing the machine with your feet shoulder-width apart. Grasp the handle with an overhand grip, palms facing down. Step back to create tension on the cable, keeping your back straight and knees slightly bent. Pull the handle towards your body, rotating your palms to face upwards as you do so. Squeeze your shoulder blades together at the end of the movement. Slowly release the handle back to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable palm rotational row,cable palm rotational row,cable palm rotational row,cable palm rotational row,cable palm rotational row,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; forearms,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0195-P2lNrGL.gif,0195,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0195-P2lNrGL.jpg,"Adjust the cable machine so that the preacher curl pad is at chest height. Sit on the preacher curl bench and place your upper arms on the pad, gripping the cable attachment with an underhand grip. Keep your back straight and your elbows tucked in at your sides. Slowly curl the cable attachment up towards your shoulders, squeezing your biceps at the top of the movement. Pause for a moment, then slowly lower the cable attachment back down to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable preacher curl,cable preacher curl,cable preacher curl,cable preacher curl,cable preacher curl,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
chest,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1268-vAwm6rK.gif,1268,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1268-vAwm6rK.jpg,"Sit on an exercise ball with your feet flat on the ground and your knees at a 90-degree angle. Hold the cable handles at chest height with your palms facing down and your elbows bent. Engage your core and press the cable handles forward until your arms are fully extended. Pause for a moment, then slowly release the tension and bring the cable handles back to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable press on exercise ball,cable press on exercise ball,cable press on exercise ball,cable press on exercise ball,cable press on exercise ball,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders; triceps,exercises-dataset-github,
upper legs,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0196-OM46QHm.gif,0196,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0196-OM46QHm.jpg,"Stand facing away from the cable machine with your feet shoulder-width apart. Grab the rope attachment with both hands and step forward, creating tension in the cable. Bend at the hips and lower your upper body until it is parallel to the ground, keeping your back straight. Engage your glutes and hamstrings to pull your body back up to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable pull through (with rope),cable pull through (with rope),cable pull through (with rope),cable pull through (with rope),cable pull through (with rope),Imported from rahulsaroh/exercises-dataset.,hamstrings,,hamstrings; lower back,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0198-RVwzP10.gif,0198,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0198-RVwzP10.jpg,"Adjust the cable pulldown machine so that the seat is at a comfortable height and the knee pad is secured. Sit on the seat with your back straight and your feet flat on the ground. Grasp the cable bar with an overhand grip, slightly wider than shoulder-width apart. Lean back slightly and engage your core. Pull the cable bar down towards your chest, squeezing your shoulder blades together. Pause for a moment at the bottom of the movement, then slowly release the bar back to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable pulldown,cable pulldown,cable pulldown,cable pulldown,cable pulldown,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; forearms,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0197-qdRxqCj.gif,0197,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0197-qdRxqCj.jpg,"Adjust the seat height so that your thighs are parallel to the ground and your feet are flat on the floor. Grasp the lat bar with an overhand grip, slightly wider than shoulder-width apart. Sit down and lean back slightly, keeping your chest up and your back straight. Pull the bar down towards your chest, squeezing your shoulder blades together. Pause for a moment at the bottom of the movement, then slowly release the bar back up to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable pulldown (pro lat bar),cable pulldown (pro lat bar),cable pulldown (pro lat bar),cable pulldown (pro lat bar),cable pulldown (pro lat bar),Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; forearms,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1638-QTXKWPh.gif,1638,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1638-QTXKWPh.jpg,"Attach a straight bar to the cable machine at the highest setting. Stand facing the machine with your feet shoulder-width apart. Grasp the bar with an underhand grip, hands shoulder-width apart. Keep your elbows close to your sides and your upper arms stationary. Exhale and slowly curl the bar down towards your thighs, keeping your wrists straight. Pause for a moment at the bottom of the movement, squeezing your biceps. Inhale and slowly return the bar to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",False,isolation,cable pulldown bicep curl,cable pulldown bicep curl,cable pulldown bicep curl,cable pulldown bicep curl,cable pulldown bicep curl,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0201-3ZflifB.gif,0201,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0201-3ZflifB.jpg,"Attach a straight bar to a high pulley cable machine. Stand facing the machine with your feet shoulder-width apart and a slight bend in your knees. Grasp the bar with an overhand grip, hands shoulder-width apart. Keep your elbows close to your sides and your upper arms stationary. Exhale and push the bar down until your elbows are fully extended. Pause for a moment, then inhale and slowly return the bar to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable pushdown,cable pushdown,cable pushdown,cable pushdown,cable pushdown,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0199-PskORrA.gif,0199,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0199-PskORrA.jpg,"Attach a straight bar to a high pulley cable machine. Stand facing the machine with your feet shoulder-width apart and a slight bend in your knees. Grasp the bar with an overhand grip, keeping your arms straight and your palms facing down. Engage your core and keep your back straight as you exhale and push the bar down towards your thighs. Pause for a moment at the bottom, then slowly return the bar to the starting position while inhaling. Repeat for the desired number of repetitions.",False,isolation,cable pushdown (straight arm) v. 2,cable pushdown (straight arm) v. 2,cable pushdown (straight arm) v. 2,cable pushdown (straight arm) v. 2,cable pushdown (straight arm) v. 2,Imported from rahulsaroh/exercises-dataset.,triceps,,triceps; shoulders,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0200-dU605di.gif,0200,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0200-dU605di.jpg,"Attach a rope attachment to a high pulley on a cable machine. Stand facing the machine with your feet shoulder-width apart and a slight bend in your knees. Grasp the rope with an overhand grip, palms facing each other. Keep your elbows close to your sides and your upper arms stationary throughout the exercise. Exhale and push the rope downward by extending your elbows until your arms are fully extended. Pause for a moment, then inhale and slowly return to the starting position by allowing your elbows to flex. Repeat for the desired number of repetitions.",False,isolation,cable pushdown (with rope attachment),cable pushdown (with rope attachment),cable pushdown (with rope attachment),cable pushdown (with rope attachment),cable pushdown (with rope attachment),Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
shoulders,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0202-yUdIGNs.gif,0202,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0202-yUdIGNs.jpg,"Attach a stirrup handle to a low cable pulley and stand facing the machine. Grasp the handle with your left hand and take a step back with your right foot, positioning your body at a slight angle. Bend your knees slightly and hinge forward at the hips, keeping your back straight and your core engaged. With your left arm extended and your palm facing down, pull the handle towards your chest by retracting your shoulder blade. Pause for a moment at the top of the movement, squeezing your shoulder blade. Slowly release the handle back to the starting position and repeat for the desired number of repetitions. Switch sides and repeat the exercise with your right arm.",False,isolation,cable rear delt row (stirrups),cable rear delt row (stirrups),cable rear delt row (stirrups),cable rear delt row (stirrups),cable rear delt row (stirrups),Imported from rahulsaroh/exercises-dataset.,trapezius,,trapezius; rhomboids; biceps,exercises-dataset-github,
shoulders,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0203-wqNPGCg.gif,0203,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0203-wqNPGCg.jpg,"Attach a rope handle to a low pulley cable machine. Stand facing the machine with your feet shoulder-width apart. Grasp the rope handle with an overhand grip, palms facing each other. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Keep your elbows slightly bent and pull the rope towards your chest, squeezing your shoulder blades together. Pause for a moment at the top of the movement, then slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable rear delt row (with rope),cable rear delt row (with rope),cable rear delt row (with rope),cable rear delt row (with rope),cable rear delt row (with rope),Imported from rahulsaroh/exercises-dataset.,trapezius,,trapezius; rhomboids; biceps,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0204-c3QQLPi.gif,0204,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0204-c3QQLPi.jpg,"Attach a handle to a low pulley cable machine and stand facing away from the machine. Grasp the handle with an overhand grip and extend your arms straight out in front of you. Keeping your elbows stationary, pull the handle back towards your body, squeezing your triceps at the end of the movement. Slowly return the handle to the starting position and repeat for the desired number of repetitions.",False,isolation,cable rear drive,cable rear drive,cable rear drive,cable rear drive,cable rear drive,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders; back,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0205-SpsOSXk.gif,0205,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0205-SpsOSXk.jpg,"Adjust the cable machine so that the pulley is at the highest position. Sit facing the machine with your feet flat on the ground and your knees slightly bent. Grasp the cable attachment with an overhand grip, hands slightly wider than shoulder-width apart. Lean back slightly, keeping your back straight and your chest up. Pull the cable attachment down towards your chest, squeezing your shoulder blades together. Pause for a moment at the bottom of the movement, then slowly release the cable back up to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable rear pulldown,cable rear pulldown,cable rear pulldown,cable rear pulldown,cable rear pulldown,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; rhomboids; rear deltoids,exercises-dataset-github,
waist,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0873-RqOtqD7.gif,0873,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0873-RqOtqD7.jpg,"Attach a cable to a low pulley and lie down facing up on a mat. Hold the cable with both hands and extend your arms straight up towards the ceiling. Bend your knees and lift your legs up, bringing your thighs towards your chest. While keeping your upper body stable, curl your pelvis up towards your chest, lifting your hips off the mat. Pause for a moment at the top, then slowly lower your hips back down to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable reverse crunch,cable reverse crunch,cable reverse crunch,cable reverse crunch,cable reverse crunch,Imported from rahulsaroh/exercises-dataset.,hip flexors,,hip flexors,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0206-eOG0r6v.gif,0206,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0206-eOG0r6v.jpg,"Attach a straight bar to a low pulley cable machine. Stand facing the machine with your feet shoulder-width apart and your knees slightly bent. Grasp the bar with an underhand grip, hands shoulder-width apart. Keep your elbows close to your sides and your upper arms stationary throughout the exercise. Exhale and curl the bar up towards your shoulders, contracting your biceps. Pause for a moment at the top, squeezing your biceps. Inhale and slowly lower the bar back to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",False,isolation,cable reverse curl,cable reverse curl,cable reverse curl,cable reverse curl,cable reverse curl,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/2406-ThKP69G.gif,2406,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/2406-ThKP69G.jpg,"Attach a straight bar to the cable machine at the highest setting. Stand facing the cable machine with your feet shoulder-width apart. Grasp the bar with an underhand grip, palms facing up, and your hands shoulder-width apart. Keep your elbows close to your sides and your upper arms stationary throughout the exercise. Engage your triceps and slowly push the bar down until your arms are fully extended. Pause for a moment at the bottom, then slowly return the bar to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable reverse grip triceps pushdown (sz-bar) (with arm blaster),cable reverse grip triceps pushdown (sz-bar) (with arm blaster),cable reverse grip triceps pushdown (sz-bar) (with arm blaster),cable reverse grip triceps pushdown (sz-bar) (with arm blaster),cable reverse grip triceps pushdown (sz-bar) (with arm blaster),Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1413-gVlnLIJ.gif,1413,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1413-gVlnLIJ.jpg,"Stand facing a cable machine with your feet shoulder-width apart. Grasp the cable handle with an underhand grip, palm facing down. Keep your elbow close to your side and slowly curl your forearm up towards your shoulder. Pause for a moment at the top, then slowly lower your forearm back down to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable reverse one arm curl,cable reverse one arm curl,cable reverse one arm curl,cable reverse one arm curl,cable reverse one arm curl,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0209-IwX5NqK.gif,0209,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0209-IwX5NqK.jpg,"Adjust the cable machine so that the preacher curl pad is at chest height. Sit on the preacher curl bench and place your upper arms on the pad, with your palms facing down and your elbows fully extended. Grab the cable handles with an underhand grip, shoulder-width apart. Keeping your upper arms stationary, exhale and curl the handles towards your shoulders, contracting your biceps. Pause for a moment at the top of the movement, squeezing your biceps. Inhale and slowly lower the handles back to the starting position, fully extending your elbows. Repeat for the desired number of repetitions.",False,isolation,cable reverse preacher curl,cable reverse preacher curl,cable reverse preacher curl,cable reverse preacher curl,cable reverse preacher curl,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
lower arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0210-eYmsEPR.gif,0210,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0210-eYmsEPR.jpg,"Attach a cable to a low pulley and sit on a bench facing the cable machine. Grasp the cable handle with an overhand grip, palms facing down. Rest your forearms on your thighs, with your wrists hanging off the edge. Keeping your forearms stationary, exhale and curl your wrists upward as far as possible. Pause for a moment at the top, then inhale and slowly lower your wrists back down to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable reverse wrist curl,cable reverse wrist curl,cable reverse wrist curl,cable reverse wrist curl,cable reverse wrist curl,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms; wrists,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0207-VjYliFZ.gif,0207,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0207-VjYliFZ.jpg,"Attach a straight bar to a high pulley cable machine. Stand facing the machine with your feet shoulder-width apart. Grasp the bar with an underhand grip, palms facing up, and your hands shoulder-width apart. Keep your elbows close to your sides and your upper arms stationary throughout the exercise. Using your triceps, push the bar down until your arms are fully extended and your triceps are contracted. Pause for a moment, then slowly return the bar to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable reverse-grip pushdown,cable reverse-grip pushdown,cable reverse-grip pushdown,cable reverse-grip pushdown,cable reverse-grip pushdown,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0208-PNtsX17.gif,0208,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0208-PNtsX17.jpg,"Sit on the seat facing the cable machine with your feet flat on the floor. Grasp the cable attachment with an underhand grip, palms facing up, and your hands shoulder-width apart. Keep your back straight and lean slightly forward from your hips. Pull the cable towards your torso by retracting your shoulder blades and squeezing your back muscles. Pause for a moment at the peak of the contraction, then slowly release the cable back to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable reverse-grip straight back seated high row,cable reverse-grip straight back seated high row,cable reverse-grip straight back seated high row,cable reverse-grip straight back seated high row,cable reverse-grip straight back seated high row,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; forearms,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1320-UFGF6gk.gif,1320,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1320-UFGF6gk.jpg,"Sit on the rowing machine with your feet flat on the footrests and your knees slightly bent. Grasp the cable ropes with an overhand grip, palms facing each other. Lean back slightly, keeping your back straight and your core engaged. Pull the cable ropes towards your chest, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable rope crossover seated row,cable rope crossover seated row,cable rope crossover seated row,cable rope crossover seated row,cable rope crossover seated row,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; forearms,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1321-c8oybX6.gif,1321,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1321-c8oybX6.jpg,"Sit on the elevated seat facing the cable machine. Grab the cable rope handles with an overhand grip, palms facing each other. Keep your back straight and lean slightly back, maintaining a slight bend in your knees. Pull the cable towards your body by retracting your shoulder blades and squeezing your back muscles. Pause for a moment at the fully contracted position. Slowly release the tension and extend your arms back to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable rope elevated seated row,cable rope elevated seated row,cable rope elevated seated row,cable rope elevated seated row,cable rope elevated seated row,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; forearms,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1322-MgKwAAo.gif,1322,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1322-MgKwAAo.jpg,"Set up an incline bench at a 45-degree angle and attach a cable machine to the low pulley. Attach a rope handle to the cable machine and sit on the incline bench facing the machine. Grab the rope handle with an overhand grip and lean forward, keeping your back straight. Extend your arms fully, pulling the rope towards your upper chest while keeping your elbows close to your body. Squeeze your shoulder blades together at the end of the movement. Slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable rope extension incline bench row,cable rope extension incline bench row,cable rope extension incline bench row,cable rope extension incline bench row,cable rope extension incline bench row,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; shoulders,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1639-PcPe0P5.gif,1639,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1639-PcPe0P5.jpg,"Attach a rope attachment to a low pulley cable machine. Stand facing the machine with your feet shoulder-width apart. Grasp the rope with a neutral grip (palms facing each other). Position your upper arms against the preacher bench pad, keeping your elbows slightly bent. Keeping your upper arms stationary, exhale and curl the rope towards your shoulders by contracting your biceps. Hold the contracted position for a brief pause as you squeeze your biceps. Inhale and slowly lower the rope back to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable rope hammer preacher curl,cable rope hammer preacher curl,cable rope hammer preacher curl,cable rope hammer preacher curl,cable rope hammer preacher curl,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
